is_explicit,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,country
0,260194,0.9247,0.6937,1,-5.955,1,0.1781,0.225,0,0.1019,0.8139,128.547,BR
1,179341,0.716,0.6357,0,-4.32,1,0.0739,0.2798,0.03692,0.3055,0.5457,117.669,BR
1,179754,0.7538,0.6799,8,-3.196,0,0,0.4351,0.01543,0.0,0.5677,93.587,US
1,254738,0.7613,0.7129,9,-4.613,0,0.0464,0.1157,0.14993,0.0,0.7304,121.184,BR
0,249516,0.8413,0.7768,9,-9.589,0,0.1452,0.2506,0,0.2464,0.6793,110.764,BR
0,234572,0.5515,0.6991,7,-3.891,1,0.0464,0.4109,0,0.3014,0.1742,122.776,DE
0,193858,0.7217,0.7339,8,-6.703,0,0.1124,0.2913,0.07779,0.155,0.4739,127.051,US
0,209641,0.469,0.5788,6,-5.761,1,0.0568,0.0072,0.03833,0.2474,0.5886,111.169,DE
0,179887,0.6482,0.5967,8,-9.599,1,0.0394,0.2344,0,0.3051,0.9209,117.011,KR
0,213025,0.6452,0.6808,1,-6.284,0,0.0653,0.2916,0.00722,0.0434,0.5758,123.581,KR
0,268455,0.8495,0.782,0,-8.539,0,0.0629,0.4199,0.13956,0.0623,0.5928,138.664,BR
0,150229,0.7156,0.7472,1,-3.797,0,0.0712,0.2921,0.1929,0.267,0.4564,98.999,BR
0,247091,0.4498,0.8719,9,-7.85,1,0.0811,0.3085,0.05796,0.2294,0.6748,119.348,JP
0,238055,0.5848,0.7712,8,-7.498,1,0.0195,0.2812,0,0.3198,0.6081,135.963,KR
0,157322,0.9611,0.6802,9,-6.079,0,0.2191,0.1199,0.12905,0.0236,0.7561,95.503,BR
0,209922,0.8407,0.8409,2,-9.14,0,0.1587,0.0241,0.06198,0.0686,0.4877,126.45,BR
0,242216,0.8396,0.8693,8,-6.819,0,0.1317,0.2236,0.12965,0.2135,0.5925,158.602,KR
0,171198,0.4827,0.3418,11,-2.074,1,0.0769,0.2907,0.02765,0.1491,0.4185,106.101,DE
0,159127,0.6283,0.8014,1,-9.947,0,0.0236,0.3709,0.01427,0.0077,0.5711,157.481,DE
1,218654,0.6664,0.692,1,-7.682,1,0.1192,0.1718,0.03617,0.148,0.6917,92.171,US
0,274057,0.8871,0.66,0,-9.351,1,0.0029,0.3893,0.11065,0.1847,0.5056,119.856,JP
0,176131,0.6135,0.7251,2,-4.186,0,0.0512,0.4427,0.13278,0.2355,0.5306,123.453,JP
1,234859,0.7425,0.7898,10,-5.871,0,0.0911,0.0,0.06963,0.2549,0.8561,129.122,BR
0,164731,0.3997,0.8713,11,-10.118,0,0.0583,0.3288,0.03133,0.2387,0.4672,110.605,KR
0,249299,0.9773,0.7324,1,-4.314,1,0.045,0.3101,0.06705,0.0395,0.7022,93.916,KR
1,232546,0.5579,0.6598,11,-7.406,1,0.0174,0.3996,0.06955,0.0947,0.5484,97.749,KR
0,215097,0.4883,0.6503,1,-6.873,0,0.0135,0.3209,0,0.2755,0.3359,97.518,JP
0,147633,0.4041,0.8054,5,-6.87,1,0.0635,0.2558,0.1231,0.1156,0.4121,132.39,JP
1,165110,0.5923,0.6536,7,-10.807,0,0.0791,0.296,0,0.2883,0.4346,167.486,US
0,253466,0.5767,0.558,9,-4.946,1,0.0501,0.1803,0.09241,0.2332,0.4223,102.085,KR
1,284005,0.5855,0.734,0,-5.361,0,0.0428,0.4405,0.08522,0.055,0.4529,126.637,DE
0,228144,0.7508,0.8347,6,-2.474,0,0.0744,0.1515,0,0.1011,0.6824,118.329,KR
0,183034,0.5286,0.8722,7,-8.934,0,0.0822,0.1263,0.16733,0.2826,0.7112,145.07,US
0,204180,0.4548,0.6436,7,-6.404,0,0.0945,0.4618,0.06074,0.0646,0.3605,158.311,JP
0,195521,0.6487,0.6776,0,-4.08,0,0.0715,0.3002,0.00301,0.2019,0.5206,138.614,DE
1,255507,0.7476,0.7939,1,-3.759,1,0.0991,0.0962,0.03413,0.0148,0.4505,133.439,BR
0,170491,0.6066,0.6071,10,-6.19,1,0.0622,0.2388,0,0.2348,0.7895,139.743,KR
0,223744,0.5942,0.8788,1,-12.543,0,0.1534,0.1822,0,0.2602,0.7344,128.229,BR
0,148137,0.6045,0.7491,7,-8.922,1,0.197,0.3098,0.01894,0.1679,0.3409,115.901,DE
0,186207,0.9927,0.6274,5,-7.416,1,0.1328,0.2117,0,0.0585,0.6361,118.842,BR
1,227326,0.807,0.6753,6,-10.502,1,0.0425,0.3097,0,0.0095,0.927,91.216,BR
0,248719,0.647,0.8198,11,-6.183,0,0,0.4772,0.25157,0.2688,0.4493,107.137,DE
1,208538,0.5081,0.7178,6,-8.015,0,0.1011,0.0297,0.18821,0.1556,0.3087,114.21,US
1,134994,0.7344,0.5365,2,-5.401,1,0.0616,0.1796,0,0.1976,0.5469,123.768,US
1,189629,0.6924,0.7226,10,-3.639,1,0.1151,0.2691,0.032,0.0916,0.4272,99.287,KR
0,155629,0.5306,0.6034,8,-4.816,0,0.051,0.3379,0.07528,0.1085,0.5504,109.226,DE
0,193911,0.5384,0.8899,1,-6.016,1,0.0288,0.2085,0.12631,0.4393,0.3708,136.952,DE
0,184348,0.5942,0.5354,9,-8.779,1,0,0.4035,0.05071,0.0783,0.4842,75.598,JP
0,251627,0.9008,0.7318,3,-7.915,0,0.1579,0.1923,0.07553,0.2131,0.6992,86.124,BR
0,191139,0.8474,0.7787,5,-8.184,0,0.0331,0.0431,0,0.0544,0.4874,114.679,BR
0,159776,0.6643,0.8004,2,-9.425,1,0.0623,0.3637,0,0.2565,0.7433,152.667,KR
0,169225,0.8415,0.7109,3,-6.437,0,0.0252,0.1097,0.16374,0.223,0.6347,117.098,BR
1,163893,0.5628,0.7571,11,-5.699,1,0,0.1731,0.08497,0.1121,0.2559,152.888,DE
0,203040,0.5821,0.7695,0,-6.323,0,0.0212,0.1577,0.00616,0.061,0.6045,129.216,KR
0,256909,0.885,0.5682,2,-2.096,0,0,0.2723,0.07561,0.1611,0.5353,82.59,BR
0,252257,0.8333,0.688,1,-3.041,0,0,0.2848,0.21999,0.227,0.7663,89.502,BR
1,198785,0.5595,0.6451,1,-9.136,0,0.1085,0.2543,0.1262,0.011,0.615,129.075,US
0,231088,0.8497,0.6065,5,-6.786,0,0,0.2489,0.05264,0.0,0.5426,138.005,BR
0,191824,0.4322,0.5116,2,-9.366,1,0.202,0.3401,0,0.0985,0.4226,156.763,JP
0,162134,0.64,0.6049,11,-3.038,0,0.1102,0.3294,0,0.2546,0.5451,128.173,DE
0,252700,0.5886,0.4378,8,-7.273,1,0,0.3371,0.19154,0.1352,0.359,118.95,JP
0,244395,0.5165,0.7313,2,-4.334,1,0.0881,0.2378,0.13651,0.13,0.4137,137.949,DE
0,206978,0.52,0.7262,9,-4.223,0,0.1421,0.1041,0.07515,0.0408,0.5128,141.998,JP
1,242723,0.7624,0.859,8,-5.699,0,0.1,0.1725,0,0.1293,0.5412,151.5,US
0,204275,0.5866,0.8335,4,-7.254,0,0.0758,0.0251,0.23893,0.0522,0.68,129.31,KR
0,159020,0.5788,0.5948,0,-6.309,1,0.0858,0.1747,0,0.1747,0.5365,119.239,KR
1,151777,0.6325,0.4523,1,-9.44,1,0.0868,0.1722,0.09739,0.0303,0.4458,126.154,DE
0,181983,0.7835,0.556,10,-7.138,1,0.0734,0.3473,0,0.2865,0.4637,114.514,BR
0,259037,0.6536,0.5832,7,-0.863,1,0.0915,0.2178,0,0.1953,0.6851,113.189,US
0,217492,0.674,0.6717,4,-4.872,1,0.087,0.1151,0,0.0,0.5016,152.04,DE
0,218124,0.3705,0.7788,2,-9.746,1,0.2429,0.2091,0,0.0151,0.5206,115.987,JP
0,233697,0.4998,0.7463,5,-5.22,1,0.02,0.3393,0,0.2244,0.5109,111.739,JP
0,251668,0.4736,0.7025,11,-7.493,0,0.1045,0.3842,0.02314,0.2529,0.5519,143.656,BR
0,204454,0.3661,0.5844,4,-8.813,0,0.1117,0.332,0.00955,0.0,0.2121,105.54,JP
0,122087,0.8938,0.6954,9,-8.825,1,0.099,0.1949,0,0.2638,0.4441,127.58,US
1,209956,0.6737,0.7196,2,-9.551,0,0.0138,0.1162,0,0.1193,0.5773,134.985,BR
0,238249,0.4126,0.8107,11,-3.69,1,0.1348,0.2698,0.07358,0.0,0.527,145.461,JP
0,176260,0.8166,0.7138,11,-8.84,0,0.1347,0.3528,0,0.2399,0.6787,85.56,KR
0,201890,0.6983,0.6917,8,-6.755,1,0.0974,0.0448,0,0.0957,0.5324,98.876,US
0,131039,0.5774,0.6893,7,-7.881,0,0.0812,0.0452,0,0.1938,0.1748,137.18,DE
0,268289,0.7368,0.6614,11,-4.413,1,0.1267,0.1421,0.012,0.2945,0.5859,119.503,KR
0,208223,0.6651,0.6313,7,-8.978,0,0.0898,0.1444,0,0.3231,0.5541,122.327,JP
0,214323,0.6851,0.5543,2,-9.883,1,0.1313,0.19,0.02114,0.2263,0.6304,132.783,KR
0,220792,1.0,0.704,7,-7.582,0,0.1094,0.0995,0,0.2169,0.6513,97.423,BR
0,234503,0.9754,0.6478,2,-7.693,0,0.1014,0.2703,0.20302,0.1002,0.3711,160.841,BR
1,290358,0.76,0.6413,1,-5.52,1,0.1384,0.2119,0,0.283,0.767,125.008,BR
0,130049,0.6736,0.5284,1,2.576,1,0.0876,0.2849,0.20767,0.124,0.5341,126.702,JP
0,264322,0.6685,0.826,0,-4.828,0,0.0461,0.1732,0.04469,0.0769,0.4073,95.438,KR
1,317447,0.6588,0.689,2,-11.553,1,0.1009,0.1602,0.11138,0.26,0.5923,138.673,BR
0,220130,0.5849,0.8132,11,-6.498,0,0.0959,0.2809,0,0.2543,0.4189,128.334,JP
1,218015,0.8234,1.0,7,-4.336,1,0.126,0.063,0.1403,0.2617,0.4711,110.217,US
0,208287,0.8859,0.4085,10,-8.559,0,0,0.2277,0.08952,0.107,0.6741,124.316,BR
0,227464,0.6864,0.5338,1,-4.035,0,0.0857,0.2958,0.00187,0.0848,0.8052,113.643,KR
0,245339,0.6127,0.7464,5,-8.315,0,0,0.116,0.26246,0.2064,0.417,129.734,DE
0,273598,0.6753,0.7852,6,-8.584,1,0.1485,0.2301,0.09038,0.1097,0.8539,83.024,KR
0,223743,0.9432,0.6424,4,-7.356,1,0.014,0.4163,0.04398,0.3413,0.4839,116.803,BR
0,180141,0.8214,0.8256,10,-6.079,0,0.1104,0.1663,0.06584,0.2694,0.6856,136.634,US
0,181564,0.6877,0.4115,8,-8.946,0,0,0.4715,0.11584,0.1594,0.5531,119.236,JP
1,208134,0.5535,0.7489,8,-10.16,0,0.0977,0.0717,0.07975,0.4007,0.4169,118.639,US
0,151062,0.5219,0.7612,11,-1.289,0,0,0.1042,0,0.1909,0.902,136.362,US
1,307782,0.5929,0.8059,2,-8.739,1,0.1257,0.2002,0,0.1303,0.8308,103.468,BR
1,188797,0.7357,0.8097,3,-10.819,1,0.0996,0.0115,0,0.2015,0.5771,116.059,US
0,151037,0.6921,0.5262,3,-8.92,1,0.1101,0.3751,0,0.2858,0.3308,127.165,JP
0,189767,0.5345,0.8,7,-4.089,0,0.2307,0.3928,0.12732,0.1113,0.3924,178.999,DE
0,207835,0.9484,0.6349,11,-6.318,1,0.0823,0.1145,0.32709,0.3695,0.5092,100.289,BR
0,240888,0.4666,0.6418,0,-9.539,0,0.1122,0.2271,0.03696,0.0807,0.4982,151.432,JP
0,209668,0.8927,0.889,7,-6.679,0,0.0436,0.1564,0,0.1918,0.9219,114.429,BR
0,232807,0.6806,0.4286,6,-7.677,0,0.0156,0.1044,0.11715,0.0,0.5978,110.883,BR
0,164494,0.4304,0.6341,11,-5.82,0,0.0193,0.3931,0.12819,0.0555,0.2711,111.91,KR
0,267463,0.8049,0.9866,1,-6.087,1,0.1748,0.0968,0.02447,0.0,0.6543,148.239,BR
0,245372,0.5593,0.7023,11,-9.165,1,0.0841,0.2295,0,0.0883,0.3628,106.262,JP
0,234916,0.7047,0.7748,8,-5.767,0,0.0592,0.3937,0.08736,0.1376,0.3378,143.97,JP
0,236235,0.8856,0.6317,7,-6.793,1,0.0846,0.0,0.02854,0.2036,0.3332,98.622,KR
0,183805,0.5924,0.6249,1,-7.673,0,0.0482,0.0,0,0.0,0.5278,139.018,DE
0,228524,0.5533,0.892,4,-8.251,0,0.0608,0.3766,0.08458,0.0933,0.7467,176.687,JP
0,274292,0.4027,0.7225,10,-5.212,0,0.1108,0.2597,0.24255,0.1164,0.4003,124.03,US
0,167782,0.5687,0.7513,10,-9.693,1,0.0781,0.0621,0.22921,0.1395,0.4385,143.247,DE
0,139367,0.8964,0.8979,11,-3.292,0,0.1023,0.0686,0.23346,0.2874,0.8189,115.43,KR
0,231564,0.4671,0.6244,10,-10.905,0,0.0034,0.2839,0.1812,0.2056,0.3001,126.347,DE
1,148159,0.7153,0.8483,11,-8.732,0,0.1317,0.2638,0.12716,0.1374,0.5962,156.337,KR
0,139878,0.7108,1.0,3,-9.576,1,0.046,0.3525,0.0255,0.2285,0.5999,101.547,US
1,144042,0.7353,0.6945,9,-6.732,0,0.0667,0.0901,0.25101,0.348,0.5302,100.497,BR
0,210460,0.8228,0.7442,2,-8.569,0,0.0386,0.1068,0.08159,0.1895,0.7725,110.194,KR
0,172511,0.8724,0.7438,4,-8.302,1,0.108,0.3143,0.04945,0.2036,0.6538,127.019,BR
0,182502,0.4989,0.6817,0,-10.045,0,0.1008,0.2953,0.00754,0.2035,0.6674,124.991,JP
1,182047,0.902,0.6142,1,-8.005,0,0.1115,0.3348,0.07917,0.2238,0.39,152.16,US
0,125233,0.5466,0.6731,2,-11.953,0,0.1056,0.1003,0,0.0,0.7899,97.344,KR
0,195886,0.7922,0.6759,8,-5.719,0,0.137,0.0974,0,0.0,0.8392,101.561,US
0,232948,0.3384,0.6384,3,-7.803,1,0.1762,0.4866,0,0.1703,0.497,127.616,DE
0,269507,0.6788,0.7291,8,-7.966,0,0.0527,0.1097,0,0.1376,0.5226,111.409,BR
0,205066,0.6834,0.6685,10,-9.074,1,0.0319,0.3161,0,0.167,0.38,144.654,DE
0,287144,0.77,0.7243,8,-10.84,0,0.0898,0.248,0.17928,0.0559,0.5821,110.19,BR
0,196328,0.572,0.6547,8,-5.474,0,0.1207,0.137,0,0.2081,0.5975,112.576,JP
0,299647,0.8706,0.8677,1,-9.471,0,0.002,0.1846,0.02693,0.1402,0.3289,148.196,US
0,243354,0.7026,0.8081,2,-11.344,1,0.1068,0.0774,0.06586,0.1342,0.6162,132.517,US
0,158234,0.6527,0.7903,3,-9.649,1,0.0728,0.3093,0.09339,0.0729,0.5499,120.253,JP
1,278963,0.7921,0.8978,2,-5.892,0,0.1067,0.2254,0.14585,0.3088,0.8188,124.064,BR
0,207223,0.8412,0.8496,8,-8.064,1,0.0631,0.3722,0.08916,0.1918,0.7285,84.485,KR
0,186536,0.7008,0.855,1,-7.078,0,0.0952,0.405,0.11786,0.3154,0.5861,109.441,US
0,206443,0.4907,0.6812,8,-10.66,0,0.0912,0.0585,0.06628,0.1646,0.6092,155.203,DE
0,192279,0.6449,0.6062,2,-8.96,1,0.0372,0.297,0,0.0951,0.4943,125.991,JP
1,211464,0.9271,0.6375,5,-7.486,0,0.0968,0.2284,0.03135,0.1579,0.6186,86.61,BR
0,223069,0.6241,0.692,9,-4.563,0,0.12,0.1109,0.10209,0.2087,0.3752,113.273,JP
1,232953,0.578,0.6132,10,-8.072,1,0,0.242,0,0.0343,0.3157,166.241,US
0,249802,0.7014,0.7621,4,-8.223,0,0.1379,0.1726,0.04732,0.2191,0.6507,95.901,BR
0,141361,0.6271,0.5968,6,-7.462,0,0.11,0.2055,0.14767,0.1227,0.3021,144.466,JP
0,170210,0.8048,0.6675,8,-8.152,0,0.0824,0.3894,0,0.0587,0.6282,83.747,BR
0,137011,0.5192,0.5354,3,-5.041,1,0.0982,0.3447,0.00129,0.0909,0.6202,103.049,JP
0,222767,0.7235,0.7957,8,-9.341,1,0.1075,0.3676,0.01594,0.0673,0.3943,113.529,DE
0,172826,0.4983,0.6815,5,-8.357,1,0.0827,0.4465,0.05915,0.0449,0.2672,106.467,DE
0,258059,0.4933,0.6717,0,-8.03,0,0.0672,0.2954,0.13538,0.1208,0.4358,80.721,DE
0,145769,0.7794,0.485,7,-9.349,1,0.0657,0.2049,0.15322,0.2365,0.5653,123.967,JP
1,249046,0.7141,0.5436,11,-8.33,1,0.0322,0.0,0.19601,0.1379,0.7519,130.555,BR
1,177780,0.7797,0.7315,11,-6.559,1,0.1522,0.1131,0.13799,0.3527,0.883,113.915,US
0,199858,0.6627,0.6087,9,-5.861,1,0.021,0.0098,0.22926,0.3101,0.5399,123.064,DE
0,231004,0.3767,0.4697,7,-1.329,0,0.0222,0.1889,0.14521,0.155,0.4971,151.602,JP
0,248986,0.6354,0.7467,11,-3.863,1,0.0635,0.6488,0.00828,0.2281,0.6546,125.189,DE
1,299484,0.7477,0.7357,9,-7.163,0,0.067,0.2557,0,0.1785,0.5125,108.547,US
0,238913,0.5577,0.7261,5,-9.498,0,0.1695,0.1329,0,0.1226,0.6276,154.594,BR
0,286536,0.5764,0.7405,2,-7.328,0,0.0817,0.2549,0.16956,0.2117,0.5549,129.672,US
1,291331,0.7184,0.834,2,-9.524,1,0.0434,0.1011,0,0.0415,0.6218,125.4,US
1,206091,0.6484,0.5534,3,-5.445,0,0.0678,0.0638,0.00387,0.1136,0.6405,96.254,US
0,224504,0.871,0.5925,0,-11.474,1,0.0827,0.2124,0.07982,0.2193,0.7682,132.678,BR
0,204786,0.6144,0.7807,3,-4.968,0,0,0.3602,0.02017,0.2587,0.5377,108.237,KR
0,204945,0.433,0.5027,4,-12.425,1,0.0806,0.2561,0.13481,0.1953,0.4791,105.11,JP
1,216467,0.5904,0.8976,1,-6.689,1,0,0.0594,0,0.2756,0.6375,109.02,BR
0,192183,0.6825,0.7231,4,-9.231,1,0,0.7141,0.09875,0.2838,0.6259,134.452,JP
0,173843,0.9711,0.8148,7,-7.857,1,0.1364,0.3608,0,0.321,0.8326,92.343,BR
0,179352,0.6905,0.9116,10,-6.613,0,0.1645,0.4357,0.05374,0.1778,0.5504,117.479,BR
1,180169,0.724,0.8855,3,-7.877,0,0,0.2363,0,0.2594,0.7982,158.049,KR
1,297478,0.8833,0.6752,2,-10.291,0,0.0104,0.1635,0.07433,0.2736,0.7406,115.189,US
0,190821,0.4637,0.7256,4,-6.088,1,0.0628,0.085,0.11311,0.0876,0.5497,128.799,JP
0,212645,1.0,0.6004,5,-12.081,1,0.0975,0.0514,0,0.1182,0.685,123.819,BR
0,120971,0.4641,0.6372,3,-10.31,1,0,0.2022,0,0.35,0.4408,136.787,JP
0,148964,0.5893,0.9142,4,-10.989,0,0,0.3649,0.07062,0.0823,0.6691,157.337,JP
0,210586,0.7093,0.6166,8,-4.265,0,0.1116,0.0,0,0.1683,0.6195,113.946,US
0,191361,0.625,0.7196,3,-11.055,1,0.0806,0.3365,0,0.0,0.5718,129.614,KR
1,165794,0.4142,0.7981,2,-5.673,1,0.0263,0.1914,0,0.0663,0.5872,139.015,JP
0,181109,0.519,0.5893,0,-8.141,0,0.1305,0.3345,0,0.1679,0.5667,114.802,JP
0,182623,0.6042,0.6143,0,-2.786,1,0.0348,0.3603,0.16609,0.1893,0.5123,93.948,US
1,233488,0.8085,0.4182,3,-7.846,0,0.0847,0.0,0,0.2477,0.6609,94.037,BR
1,141255,0.7263,0.6084,1,-9.962,0,0.0518,0.2689,0.116,0.1189,0.4636,151.838,DE
1,166640,0.4749,0.6251,3,-6.902,0,0.1113,0.2316,0.00814,0.2497,0.3566,112.496,DE
0,143104,0.6287,0.6105,0,-9.987,0,0.0453,0.2061,0.0396,0.154,0.3949,103.319,DE
0,231571,0.4738,0.6884,10,-6.752,1,0.0743,0.4156,0,0.2824,0.5028,116.153,JP
0,208527,0.7203,0.7336,9,-6.41,1,0.0883,0.2763,0.01388,0.1909,0.6867,113.015,KR
0,189297,0.7951,0.6958,4,-3.73,1,0,0.2891,0.07659,0.3685,0.5043,115.529,DE
1,215953,0.7741,0.6489,11,-4.458,1,0.0675,0.0496,0,0.2661,0.6907,112.173,US
0,298503,0.6004,0.6615,0,-3.54,0,0,0.0887,0.26794,0.0843,0.4048,142.657,DE
0,245314,0.6859,0.4656,11,-12.275,1,0.1354,0.3074,0.21986,0.1841,0.5454,116.913,DE
0,327234,0.4382,0.7322,10,-7.647,0,0.1816,0.1099,0.0723,0.2035,0.4757,110.408,JP
0,208607,0.6454,0.62,11,-7.35,0,0.093,0.368,0.03025,0.1792,0.3071,134.295,DE
0,198035,0.6433,0.9297,4,-5.348,1,0.0722,0.1408,0.03383,0.3083,0.688,115.337,KR
0,223514,0.7791,0.4818,8,-8.907,1,0.1048,0.0163,0.04614,0.0779,0.7738,124.083,BR
0,142194,0.9648,0.6777,5,-10.084,1,0.0141,0.2872,0,0.3663,0.6686,104.886,BR
0,113919,0.9476,0.7785,2,-6.013,1,0.1569,0.1213,0,0.1979,0.5354,80.764,BR
0,250090,0.4503,0.5583,11,-8.813,0,0.1265,0.1739,0.22548,0.1347,0.5636,113.87,JP
0,266293,0.771,0.5441,4,-7.401,0,0.0741,0.0182,0.07722,0.0473,0.5383,145.473,BR
0,158001,0.6876,0.557,11,-4.954,1,0.0121,0.0,0.07175,0.302,0.6203,152.977,JP
0,303007,0.463,0.7833,1,-9.78,1,0.0831,0.3423,0.1069,0.0487,0.8111,136.843,KR
1,201302,0.7784,0.805,1,-10.336,1,0.0511,0.1977,0.18846,0.11,0.7385,123.612,US
0,222287,0.7026,0.5643,9,-8.524,0,0.009,0.0025,0,0.16,0.4942,150.378,JP
0,215849,0.6552,0.4887,10,-9.683,1,0.1386,0.196,0.21412,0.1209,0.7512,122.12,BR
1,198517,0.5122,0.8367,11,-8.291,1,0.0893,0.5246,0.13412,0.1784,0.5967,87.162,US
0,266491,0.7623,0.5902,0,-9.077,1,0.1144,0.2519,0.03002,0.2875,0.6549,96.853,KR
1,250100,0.7975,0.7805,2,-4.566,0,0.0665,0.2842,0.09476,0.1969,0.5987,111.767,US
1,153528,0.9089,0.6575,6,-8.283,0,0.0662,0.2808,0.13789,0.061,0.4387,116.189,BR
1,257389,0.8512,0.8658,7,-8.057,1,0.0178,0.3182,0.17104,0.1757,0.4813,98.026,US
1,257116,0.7269,0.7067,1,-7.889,1,0.1438,0.0568,0,0.1789,0.5636,163.239,US
0,240723,0.7927,0.6733,8,-9.336,1,0.016,0.1717,0.1937,0.1334,0.5396,113.593,KR
1,224461,0.7513,0.7146,0,-7.358,0,0.1475,0.2956,0.03854,0.1532,0.6055,115.327,US
0,219204,0.5864,0.6047,1,-6.549,0,0.0152,0.3301,0,0.1136,0.6443,125.451,KR
1,213386,0.4835,0.7065,2,-7.062,0,0.0367,0.1613,0,0.0,0.5173,109.779,DE
1,190678,0.8886,0.7682,5,-3.233,1,0,0.2708,0.08451,0.3755,0.3209,120.685,BR
0,164103,0.4601,0.7492,4,-4.178,1,0.0892,0.1236,0.08635,0.1672,0.7042,145.285,DE
0,245137,0.684,0.7065,5,-3.444,1,0.1222,0.0799,0.22193,0.0645,0.4409,121.913,KR
0,264391,0.5443,0.5768,7,-9.769,1,0.1385,0.3253,0,0.2609,0.3777,115.93,DE
0,252682,0.4658,0.7181,5,-1.338,0,0.0292,0.2552,0,0.3353,0.3567,127.946,JP
0,195943,0.5121,0.52,11,-9.867,1,0.1136,0.4698,0.02047,0.0366,0.544,149.247,JP
1,195379,0.3779,0.6075,10,-8.298,1,0.1154,0.4082,0,0.1614,0.3393,127.405,DE
0,191254,0.6973,0.7156,6,-6.436,1,0.1188,0.2516,0.25991,0.0678,0.0382,141.467,DE
0,163108,0.6113,0.6266,10,0.032,1,0.0236,0.1731,0.01177,0.1929,0.5056,141.473,DE
1,229399,0.7245,0.6589,1,-7.287,1,0.1153,0.4227,0.03714,0.1543,0.4475,143.468,US
0,211858,0.6645,0.5207,8,-9.53,1,0.0986,0.2421,0,0.1311,0.5477,162.001,JP
1,126699,0.5809,0.8656,4,-4.774,1,0.112,0.2636,0,0.2013,0.432,90.871,BR
0,277101,0.6636,0.5211,6,-5.033,1,0.0863,0.2737,0.18738,0.2378,0.3853,128.426,KR
0,210042,0.7541,0.7077,10,-8.686,1,0,0.2949,0.03879,0.1771,0.5214,114.153,BR
0,161026,0.914,0.5502,6,-9.296,0,0.0897,0.1206,0.00999,0.2537,0.6609,129.918,BR
0,292319,0.4479,0.68,10,-9.965,0,0,0.2836,0,0.2192,0.4807,132.226,KR
0,239210,0.8291,0.7154,4,-4.632,1,0.103,0.2707,0,0.0983,0.5693,112.705,BR
0,159825,0.8526,0.9455,1,-4.02,0,0.0798,0.3265,0.04816,0.2168,0.6443,136.966,US
0,189406,0.7947,0.746,0,-5.907,0,0.0639,0.3514,0,0.1881,0.955,122.947,KR
0,228982,0.6428,0.6909,1,-8.431,1,0.0256,0.2121,0.10335,0.2714,0.5452,155.189,DE
0,215537,0.4368,0.821,0,-6.615,1,0.0925,0.3283,0.07969,0.2042,0.6714,103.936,JP
0,161800,0.6509,0.6131,2,-10.83,0,0.1333,0.2978,0.16114,0.1604,0.5136,100.184,DE
0,195969,0.5313,0.5305,8,-6.249,1,0.0978,0.0466,0.10333,0.0731,0.657,157.308,BR
0,128652,0.6604,0.7835,5,-3.74,1,0.1772,0.3925,0,0.2168,0.76,121.109,KR
1,221761,0.5026,0.5675,11,-5.967,0,0.0499,0.098,0.05063,0.1782,0.5716,141.154,US
0,199977,0.6675,0.7178,0,-5.732,0,0.2011,0.1175,0.12402,0.121,0.808,121.596,BR
0,222599,0.7452,0.6393,8,-2.538,1,0.2439,0.2853,0.07148,0.1293,0.6009,128.529,BR
1,235245,0.6167,0.637,0,-8.923,0,0.0406,0.1654,0,0.1887,0.352,115.175,DE
0,261534,0.6255,0.7721,7,-5.121,1,0.0814,0.2676,0.07958,0.0012,0.4522,127.279,JP
0,162369,0.7824,0.5614,4,-5.523,0,0.1635,0.4276,0.13203,0.2144,0.5677,121.243,KR
1,241433,0.6726,0.7546,2,-2.796,1,0.0359,0.2732,0.05291,0.1583,0.7534,144.398,JP
0,217293,0.4979,0.7422,10,-7.765,1,0.1472,0.4174,0.08463,0.0752,0.4813,112.801,JP
0,207078,0.9333,0.869,5,-9.943,1,0,0.1702,0.11821,0.0452,0.5558,85.272,BR
0,261216,0.6792,0.6725,7,-4.371,1,0.1562,0.2709,0.07462,0.0868,0.68,97.53,KR
0,210774,0.9205,0.9059,8,-8.732,1,0.0283,0.2833,0,0.1258,0.6092,143.116,KR
0,223773,0.6816,0.614,6,-5.518,1,0.1336,0.1653,0,0.2224,0.062,127.327,US
0,137474,0.9109,0.6626,2,-3.656,1,0.1088,0.2899,0.02025,0.1891,0.8772,130.835,BR
1,123639,0.811,0.9153,11,-8.78,0,0.0839,0.1796,0.07353,0.2081,0.6831,120.241,US
0,233057,0.6177,0.6598,9,-5.933,0,0.1626,0.2877,0.07835,0.1011,0.5672,145.702,JP
1,158190,0.6882,0.4765,4,-7.77,0,0.1552,0.265,0.041,0.3033,0.6405,107.305,BR
1,200544,0.7373,0.6222,7,-5.735,1,0.0348,0.361,0.00764,0.3106,0.2435,145.008,DE
0,248204,0.5143,0.7727,11,-4.304,0,0.1003,0.2296,0.09001,0.1201,0.6727,117.896,KR
1,190371,0.7915,0.7293,6,-4.141,0,0.1606,0.104,0,0.0175,0.4787,148.759,US
0,180539,0.87,0.6786,4,-6.345,1,0.1073,0.3298,0,0.0756,0.6286,99.605,BR
0,207908,0.472,0.5755,9,-12.282,0,0.1848,0.2298,0.14944,0.1306,0.1836,122.419,KR
