kind,edition,컴포넌트,name,arch,2.16,2.25,3.2,3.3,3.4,3.5 (EA2),latest_status,upstream,근거,source_url
feature,self-managed,KServe,DiffusionGemma (dLLM) model support,,—,—,—,—,—,GA,GA,KServe,You can deploy DiffusionGemma models for inference.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Distributed Inference with llm-d,,—,DP,—,—,—,—,—,llm-d,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. Distributed Inference with llm-d is currently available as a Developer Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,Distributed Inference with llm-d on cross-Kubernetes platforms,,—,—,—,—,—,GA,GA,llm-d,"NEW FEATURES AND ENHANCEMENTS Distributed Inference with llm-d is generally available on Azure Kubernetes Service (AKS), CoreWeave Kubernetes Service (CKS), and OpenShift.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,"Distributed inference with llm-d runtime. Select from a list of serving runtimes, including custom ones : This option displays all",,—,—,GA,GA,GA,GA,GA,llm-d,global and project-scoped serving runtime templates available to you.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.2/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Distributed Inference with llm-d tokenizer runs as a dedicated external service,,—,—,—,—,—,GA,GA,llm-d,"The Distributed Inference with llm-d tokenizer runs as a dedicated external service, which requires it to run on an amd64 node.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Kubeflow Trainer v2,Distributed InstructLab training,,DP,DP,—,—,—,—,—,Kubeflow Trainer,"⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. Distributed InstructLab training is available as a Developer Preview feature, enabling enhanced performance for training tasks on distributed environments compared to single-node setups.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,Distributed Tracing for Distributed Inference with llm-d,,—,—,—,—,DP,DP,DP,llm-d,Platform Operators can trace distributed inference with llm-d requests end-to-end across service boundaries using OpenTelemetry-compatible distributed tracing.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Kubeflow Trainer v2,Distributed workloads: additional training images tested and verified,,GA,GA,—,—,—,—,—,Kubeflow Trainer,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. Several additional training images are tested and verified:,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,(미분류),Docling Serve API container image for on-demand document conversion,,—,—,—,—,—,TP,TP,,"Red Hat OpenShift AI Self-Managed 3.5 Release notes docling-serve-cuda-ubi9 Red Hat OpenShift AI provides the container image, which offers a REST API for on-demand document conversion, chunking, and GPU-accelerated parsing.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,DP-aware load balancing for Distributed Inference with llm-d WideEP deployments,,—,—,—,—,—,TP,TP,llm-d,Known limitations in this Technology Preview feature include:,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Kubeflow Trainer v2,Dynamic hardware-aware continual training strategy,,—,—,DP,DP,DP,DP,DP,Kubeflow Trainer,"Static hardware profile support is available to help users select training methods, models, and hyperparameters based on VRAM requirements and reference benchmarks.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,EKS platform support for Distributed Inference with llm-d,,—,—,—,—,—,TP,TP,llm-d,"Platform Operators can deploy and operate Distributed Inference with llm-d on Amazon EKS as a Technology Preview, using the same installation paths, observability, and tooling as on other validated Kubernetes platforms.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,(미분류),Embedded subscription channel not used in some versions,,—,Removed,—,—,—,—,—,,"For OpenShift AI 2.8 to 2.20 and 2.22 to 3.4, the embedded subscription channel is not used.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/support-removals_relnotes
feature,self-managed,Workbenches,Enable targeted deployment of workbenches to specific worker nodes in Red Hat OpenShift AI Dashboard using node selectors,,—,TP,—,GA,GA,GA,GA,Kubeflow Notebooks,⚠️ EA1에서 TP로 표기됨 — 검증 필요 || The hardware profiles feature enables users to target specific worker nodes for workbenches or model-serving workloads.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Enabling high availability on Llama Stack,,—,—,TP,TP,TP,TP,TP,Llama Stack,Llama Stack servers can be configured to remain operational in the event of a single point of failure as a Technology Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Enabling high availability on OGX,,—,—,—,—,—,TP,TP,Llama Stack,OGX servers can be configured to remain operational in the event of a single point of failure as a Technology Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Distributed Inference with llm-d,End-to-end distributed tracing for Distributed Inference with llm-d,,—,—,—,—,—,GA,GA,llm-d,Distributed Inference with llm-d supports end-to-end distributed tracing across the full inference Red Hat OpenShift AI Self-Managed 3.5 Release notes Distributed Inference with llm-d supports end-to-end distributed tracing across the full inference request path.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,Enhanced filtering for serving runtime selection,,—,—,GA,GA,GA,GA,GA,KServe,Red Hat OpenShift AI now includes improved filtering and distinct recommendations for selecting a serving runtime.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.2/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Enhanced TLS security for llm-d components,,—,—,GA,GA,GA,GA,GA,llm-d,This release delivers a foundational security enhancement by enforcing strict TLS validation for all internal llm-d component communication.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.2/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,Enhanced trained model insights for AutoML,,—,—,—,—,—,TP,TP,Open Data Hub Dashboard,AutoML tabular and time-series pipelines generate and persist detailed evaluation artifacts to S3- compatible object storage.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Workbenches,Enhanced workbench authentication,,—,GA,—,—,—,—,—,Kubeflow Notebooks,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. Workbench authentication is now smoother in OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Enhancements to Distributed Inference with llm-d EndPoint Picker scheduler configuration,,—,—,—,—,—,GA,GA,llm-d,"The OpenShift AI 3.4 default scheduler configuration used two scorer plugins, queue-scorer prefix-cache-scorer kv- (weight:",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,MLflow,EvalCard generation for evaluation runs,,—,—,—,—,—,GA,GA,MLflow,"In OpenShift AI, you can generate standardized Evaluation Cards (EvalCards) for every evaluation run in EvalHub.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Data science pipelines,EvalHub client SDK and CLI,,—,—,—,—,TP,GA,GA,Kubeflow Pipelines,OpenShift AI includes the EvalHub client SDK and command-line interface (CLI).,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,LMEval,EvalHub general availability for the Red Hat AI evaluation stack,,—,—,—,—,—,GA,GA,LM Evaluation Harness,EvalHub is generally available (GA).,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,LMEval,EvalHub job execution log access via HTTP API and CLI,,—,—,—,—,—,TP,TP,LM Evaluation Harness,This feature is available as a Technology Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,LMEval,EvalHub MCP server for AI coding agents,,—,—,—,—,—,TP,TP,LM Evaluation Harness,The EvalHub Model Context Protocol (MCP) server is available as a Technology Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,LMEval,EvalHub server local development mode,,—,—,—,—,—,GA,GA,LM Evaluation Harness,"You can run the EvalHub Server in a local development mode on macOS, Linux, and Windows workstations.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,Evaluation Stack user interface,,—,—,—,—,TP,TP,TP,Open Data Hub Dashboard,Red Hat OpenShift AI includes a Technology Preview of the Evaluation Stack user interface.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Workbenches,Existing Kubernetes Secrets as workbench environment variables,,—,—,—,—,—,GA,GA,Kubeflow Notebooks,You can reference pre-existing Kubernetes Secrets as environment variables when creating or editing a workbench.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,Existing vector stores available as RAG knowledge sources in Gen AI Studio Playground,,—,—,—,—,DP,DP,DP,Llama Stack,You can surface previously-created vector stores as retrieval-augmented generation (RAG) knowledge sources in the Gen AI Studio Playground.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,MaaS,External metering for per-user token usage and cost tracking,,—,—,—,—,—,DP,DP,Red Hat OpenShift AI (KServe/llm-d 기반),"In OpenShift AI, an external metering IPP plugin and standalone metering service are available as a Developer Preview feature.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,MaaS,External metering integration for Models-as-a-Service,,—,—,—,—,—,DP,DP,Red Hat OpenShift AI (KServe/llm-d 기반),You can connect Models-as-a-Service (MaaS) inference traffic to an external metering or billing system by using Backend-Based Routing (BBR) plugins.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,MaaS,External model egress via inference gateway,,—,—,—,—,TP,TP,TP,Red Hat OpenShift AI (KServe/llm-d 기반),"This Technology Preview feature enables you to apply MaaS governance policies, token tracking, and rate limiting to third-party LLM services such as OpenAI, Anthropic, or other external providers.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,MaaS,External OIDC authentication for Models-as-a-Service,,—,—,—,—,TP,GA,GA,Red Hat OpenShift AI (KServe/llm-d 기반),You can configure Models-as-a-Service to authenticate users with an external OpenID Connect (OIDC) identity provider.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,FAISS vector storage integration,,—,—,—,TP,TP,TP,TP,Llama Stack,TECHNOLOGY PREVIEW FEATURES You can use the FAISS (Facebook AI Similarity Search) library as an inline vector store in OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Feature Store,Feature store and workbench bidirectional visibility,,—,—,—,—,—,GA,GA,Feast,You can view connections between feature stores and workbenches directly in the OpenShift AI web console.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Feature Store,Feature Store includes a web-based UI,,—,GA,—,—,—,—,—,Feast,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. The Feature Store component now includes a web-based user interface (UI).,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Feature Store,Feature Store integration with workbenches,,—,—,GA,GA,GA,GA,GA,Feast,"Capabilities such as centrally managed role-based access control (RBAC), and feature lifecycle and lineage visibility, are now production-ready and fully supported.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.2/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Feature Store,Feature Store integration with Workbenches and new user access capabilities,,—,—,—,TP,TP,TP,TP,Feast,This feature is available as a Technology Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Feature Store,Feature Store user interface,,—,—,—,TP,TP,TP,TP,Feast,The Feature Store component includes a web-based user interface (UI).,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,File Processors API on OGX,,—,—,—,—,—,DP,DP,Llama Stack,The File Processors API is available on OGX.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Dashboard,Filter by keyword search field:,,GA,GA,—,—,—,—,—,Open Data Hub Dashboard,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. AI RHOAI OAI ML Machine Learning CHAPTER 2.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,FIPS support for Llama Stack and RAG deployments,,—,—,—,TP,TP,TP,TP,Llama Stack,You can now deploy Llama Stack and RAG or agentic solutions in regulated environments that require FIPS compliance.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Llama Stack Operator,FIPS support for OGX and RAG deployments,,—,—,—,—,—,TP,TP,Llama Stack,You can deploy OGX and RAG or agentic solutions in regulated environments that require FIPS compliance.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Workbenches,Functionality removed in earlier releases,,Removed,—,—,—,—,—,—,Kubeflow Notebooks,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. HabanaAI workbench image removal Support for the HabanaAI 1.10 workbench image has been removed.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/support-removals_relnotes
feature,self-managed,Data science pipelines,Functionality removed in Red Hat OpenShift AI 2.16.0 (December 2024),,Removed,—,—,—,—,—,—,Kubeflow Pipelines,"⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. Data science pipelines v1 support removed Previously, data science pipelines in OpenShift AI were based on KubeFlow Pipelines v1.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/support-removals_relnotes
feature,self-managed,(미분류),Functionality removed in Red Hat OpenShift AI 2.16.1 (January 2025),,Removed,—,—,—,—,—,—,,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. No functionality removed in this release.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/support-removals_relnotes
feature,self-managed,(미분류),Functionality removed in Red Hat OpenShift AI 2.16.2 (March 2025),,Removed,—,—,—,—,—,—,,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. Anaconda removal Anaconda is an open source distribution of the Python and R programming languages.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/support-removals_relnotes
feature,self-managed,Llama Stack Operator,Garak evaluation provider available in Llama Stack distribution,,—,—,—,—,GA,GA,GA,Llama Stack,The Garak evaluation provider is available in the Llama Stack distribution.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Gateway discovery for llm-d deployments,,—,—,—,—,TP,TP,TP,llm-d,"This Technology Preview feature enables self-service Gateway management, supports multitenant namespace-scoped network isolation, and provides programmatic access through the Gateway discovery REST API.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,Gen AI Playground interface redesign,,—,—,—,—,TP,TP,TP,Open Data Hub Dashboard,"The Gen AI Playground interface provides a prompt-lab-style experience with improved prompt- driven experimentation, rapid iteration capabilities, and clear visual feedback.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,Generative AI Playground for model testing and evaluation,,—,—,—,TP,TP,TP,TP,Open Data Hub Dashboard,"The Generative AI (GenAI) Playground introduces a unified, interactive experience within the OpenShift AI dashboard for experimenting with foundation and custom models.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,Global prompt registry namespaces in Gen AI Studio playground,,—,—,—,—,—,TP,TP,Open Data Hub Dashboard,"You can browse, load, and iterate on organization-curated prompts from global registry namespaces in the Gen AI Studio playground.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Dashboard,GPU topology and utilization dashboard,,—,—,—,—,—,GA,GA,Open Data Hub Dashboard,"In OpenShift AI, a new Infrastructure page provides platform administrators with an integrated view of accelerator cluster health.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,(미분류),GPU-accelerated Docling SDK container image for batch document processing,,—,—,—,—,—,TP,TP,,Red Hat OpenShift AI provides the docling-sdk-cuda-ubi9 container image for GPU-accelerated document conversion using the Docling SDK 2.88.0 with NVIDIA CUDA 13.0 support.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,KServe,GPU-accelerated runtime for predictive machine learning,,—,—,—,—,—,GA,GA,KServe,A new MLServer GPU container image and corresponding cluster serving runtime ( mlserver-onnx- gpu ) are available to support NVIDIA GPU-accelerated inference for predictive machine learning workloads.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Workbenches,Granular RBAC for workbenches,,—,—,—,—,GA,GA,GA,Kubeflow Notebooks,"Project administrators can now define custom, fine-grained roles for workbench resources by using the oc CLI or by importing YAML in the OpenShift web console.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Dashboard,Guided tours for the OpenShift AI dashboard,,—,—,—,—,—,GA,GA,Open Data Hub Dashboard,A new guided tour system is available in the dashboard.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Workbenches,HabanaAI workbench image removal,,—,Removed,—,—,—,—,—,Kubeflow Notebooks,Support for the HabanaAI 1.10 workbench image has been removed.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/support-removals_relnotes
feature,self-managed,Workbenches,Hiding default workbench images,,—,—,—,—,—,GA,GA,Kubeflow Notebooks,Administrators can hide out-of-the-box workbench images from the image selection drop-down list.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Hierarchical KV Cache Tiering,,—,—,—,—,—,DP,DP,llm-d,"Hierarchical KV cache tiering for GPU inference workloads allows platform operators to serve more concurrent users on the same GPU footprint, directly improving the cost-effectiveness of inference deployments.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Dashboard,Hugging Face model catalog integration,,—,—,—,GA,GA,GA,GA,Open Data Hub Dashboard,"With this release, data scientists and machine learning (ML) engineers can deploy public Hugging Face models directly from the model catalog.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.3/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Llama Stack Operator,Human-in-the-Loop (HIL) functionality in the Llama Stack agent,,—,—,DP,DP,DP,DP,DP,Llama Stack,Human-in-the-Loop (HIL) functionality has been added to the Llama Stack agent to allow users to approve unread tool calls before execution.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Human-in-the-Loop (HIL) functionality in the OGX agent,,—,—,—,—,—,DP,DP,Llama Stack,Human-in-the-Loop (HIL) functionality has been added to the OGX agent to allow users to approve unread tool calls before execution.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Llama Stack Operator,Hybrid search support for Qdrant remote vector database provider,,—,—,—,—,GA,GA,GA,Llama Stack,Vector Store Search supports hybrid and keyword search for the Qdrant Vector IO provider.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,KServe,IBM Power and IBM Z architecture support,,—,TP,—,—,—,—,—,KServe,⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. IBM Power (ppc64le) and IBM Z (s390x) architectures are now supported as a Technology Preview feature.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.25/html/release_notes/technology-preview-features_relnotes
feature,self-managed,IBM Spyre Operator,IBM Spyre AI Accelerator model serving support on x86 platforms,,—,TP,—,TP,TP,TP,TP,vLLM Spyre,Model serving with the IBM Spyre AI Accelerator is available as a Technology Preview feature for x86 platforms.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,(미분류),Improved search terms for Red Hat OpenShift AI Operator,,GA,GA,—,—,—,—,—,,"⚠️2.x 문서에만 언급 — 3.x deprecated 여부 직접 확인 필요. In the Administrator perspective of the OpenShift console, on the Operators > OperatorHub page, the Red Hat OpenShift AI Operator can now be found by entering any of the following terms in the",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/2.16/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Inference scheduler routing logic and scorer weight configuration,,—,—,—,—,—,GA,GA,llm-d,Platform operators can configure the routing logic used by the inference scheduler and tune scorer weights to optimize for specific workloads.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Inference-aware pod lifecycle for Distributed Inference with llm-d,,—,—,—,—,—,GA,GA,llm-d,"You can perform routine deployment operations, such as rolling updates, scale-downs, and node maintenance, without dropping active inference requests.",https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Distributed Inference with llm-d,Inference-aware scheduling for Distributed Inference with llm-d on Amazon EKS,,—,—,—,—,—,TP,TP,llm-d,Platform Operators can deploy Distributed Inference with llm-d on Amazon Elastic Kubernetes Service (EKS) with inference-aware scheduling as a Technology Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Kuberay,Integration of Training Hub in Ray for distributed fine-tuning,,—,—,—,—,—,GA,GA,KubeRay (Ray),You can use Training Hub fine-tuning algorithms on Ray clusters.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Model Registry,Interact with Red Hat OpenShift AI using MCP clients,,—,—,—,—,DP,DP,DP,,Red Hat OpenShift AI provides an MCP (Model Context Protocol) server that enables MCP- compatible clients to interact with your environment through natural-language conversations.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Workbenches,Interactive Spark job management in workbenches,,—,—,—,—,—,TP,TP,Kubeflow Notebooks,You can interactively manage and execute PySpark workloads directly from your workbenches using the Kube-native Spark Operator (KSO).,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Kubeflow Trainer v2,Just-In-Time Checkpointing and S3 Storage for Kubeflow Trainer,,—,—,—,—,GA,GA,GA,Kubeflow Trainer,Kubeflow Trainer now provides Just-In-Time (JIT) and periodic checkpointing for distributed training jobs on OpenShift AI.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Data science pipelines,Kale JupyterLab extension for notebook-to-pipeline conversion,,—,—,—,—,—,DP,DP,Kubeflow Pipelines,You can use the Kale (Kubeflow Automated pipeLines Engine) JupyterLab extension to convert annotated Jupyter notebooks into AI Pipelines without writing Kubeflow Pipelines SDK code.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Kubeflow Spark Operator,Kubeflow Spark Operator for distributed data processing,,—,—,—,—,DP,DP,DP,Kubeflow Spark Operator,The Kubeflow Spark Operator is available in OpenShift AI as a Developer Preview.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/developer-preview-features_relnotes
feature,self-managed,Kubeflow Trainer v2,Kubeflow Trainer v2,,—,—,TP,GA,GA,GA,GA,Kubeflow Trainer,Kubeflow Trainer v2 is now available as a Technology Preview feature in OpenShift AI 3.2.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.4/html/release_notes/technology-preview-features_relnotes
feature,self-managed,Kuberay,KubeRay operator upgraded to version 1.6.x,,—,—,—,—,—,GA,GA,KubeRay (Ray),Your existing and RayJob workloads remain fully supported and will continue to function normally after the upgrade without requiring changes.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/new-features-and-enhancements_relnotes
feature,self-managed,Kubeflow Spark Operator,Kueue support for the Kubeflow Spark Operator,,—,—,—,—,—,TP,TP,Kubeflow Spark Operator,SparkApplication workloads managed by the Kubeflow Spark Operator (KSO) can be admitted and scheduled through Kueue.,https://docs.redhat.com/en/documentation/red_hat_openshift_ai_self-managed/3.5/html/release_notes/technology-preview-features_relnotes
