amount,age,tenure_months,num_claims,credit_score,distance_km,channel,label
3362.82,60,144,0,625,17.1,0,0
1914.07,39,37,0,626,13.6,1,0
383.56,71,163,1,455,82.5,0,0
2213.77,58,157,1,880,82.2,0,0
1241.26,24,176,5,437,29.1,1,0
860.21,50,121,0,467,75.7,0,0
2116.49,78,69,3,527,77.2,0,0
4340.66,47,157,5,632,57.0,1,0
1131.26,57,97,2,703,50.4,0,0
1480.99,21,62,3,340,42.4,1,0
874.92,37,112,3,611,10.7,1,0
626.74,22,176,0,774,45.8,1,0
255.67,56,178,0,702,19.9,1,0
2829.22,76,51,5,392,26.9,1,0
207.18,29,31,0,416,30.7,1,0
3221.52,65,130,0,687,52.0,1,0
1846.36,74,168,0,466,51.8,0,0
830.42,38,114,1,485,20.5,0,0
1322.32,67,64,0,769,19.2,1,0
1044.88,75,126,1,522,18.8,1,0
699.82,19,62,1,870,39.4,0,0
2502.55,21,37,0,891,66.7,1,0
1813.65,30,41,1,886,30.1,0,0
1194.08,21,23,1,630,17.8,1,0
2280.35,72,140,0,599,41.0,1,0
790.32,52,105,1,514,10.1,0,0
931.69,24,123,1,737,35.9,1,0
666.59,78,33,5,832,5.4,1,0
2076.82,64,74,1,301,69.6,0,1
670.2,73,53,3,723,5.8,0,0
784.78,19,163,1,588,1.1,1,0
566.83,39,1,0,641,64.5,1,0
2256.11,72,44,1,638,22.6,1,0
486.93,21,165,0,793,25.9,0,0
2649.46,40,118,3,357,11.1,1,0
367.56,20,53,2,662,25.8,0,0
1128.19,43,160,0,884,29.9,1,0
3144.71,38,180,2,332,66.8,1,0
95.19,47,77,1,837,20.5,1,0
908.61,31,23,5,818,27.8,0,0
1917.56,40,123,1,635,7.0,0,0
4673.67,52,173,0,510,85.8,0,0
787.46,19,79,0,389,27.4,1,0
2942.97,61,79,0,891,33.9,1,0
1450.53,37,70,2,751,45.9,0,0
1606.07,58,143,0,511,36.5,1,0
726.06,70,72,1,475,115.0,0,0
2658.17,22,33,0,782,11.3,0,0
2692.17,30,180,5,664,34.0,1,0
2009.22,70,136,0,776,83.9,0,0
1950.44,25,116,1,776,38.6,1,0
1688.52,58,66,2,701,98.4,0,0
143.91,75,83,5,799,40.8,0,0
2499.12,73,43,1,656,49.7,0,0
769.46,25,83,0,609,55.4,1,0
587.71,54,40,5,693,48.8,0,0
1984.0,69,111,2,857,29.2,0,0
9.61,64,146,5,417,37.4,1,0
2531.27,38,103,0,411,45.0,1,0
872.46,32,35,0,450,8.7,0,0
665.23,47,50,1,624,73.4,1,0
2292.99,78,111,2,391,2.3,0,0
1703.52,73,75,0,678,14.9,0,1
2669.18,26,72,0,540,20.9,1,0
166.5,43,103,3,745,41.6,0,0
243.34,43,92,3,457,24.1,1,0
812.23,23,165,0,447,1.2,1,0
2000.35,27,164,3,766,16.6,1,0
311.62,71,115,3,663,31.9,0,0
360.0,73,60,1,720,12.1,1,0
2875.12,42,28,5,381,30.8,0,0
1730.17,67,71,5,829,6.9,0,0
333.35,59,169,0,852,0.9,1,0
2726.02,19,120,5,824,8.2,1,0
514.12,70,75,1,471,52.5,0,0
155.68,69,144,1,362,0.4,1,0
766.56,37,159,0,593,5.8,1,0
1727.46,36,64,0,587,17.3,1,0
1926.65,30,151,0,757,21.7,1,0
1035.39,50,46,0,651,82.0,0,0
1098.6,72,126,3,692,22.0,0,0
1063.65,55,88,0,570,3.9,0,0
462.51,49,136,1,688,30.2,1,0
3055.84,19,73,5,691,83.9,1,0
1022.28,77,136,2,742,9.4,1,0
1126.89,60,149,3,772,38.1,0,0
361.78,40,173,0,620,6.1,0,0
1314.26,25,134,0,756,14.6,1,0
995.94,20,158,0,358,45.6,0,0
322.15,26,22,0,684,27.9,0,0
816.05,48,169,0,764,8.8,1,0
409.44,68,82,1,465,35.5,0,0
2575.07,22,66,1,482,35.2,1,0
2195.57,44,45,5,411,16.5,0,0
679.51,25,113,1,405,43.1,0,0
173.21,47,4,5,452,6.8,0,0
596.41,63,84,3,888,7.1,0,0
2819.71,46,103,0,853,2.9,0,1
3854.73,49,31,2,641,1.0,1,0
1353.87,24,93,2,382,54.6,1,0
948.88,54,10,3,495,46.1,1,0
2884.59,41,124,0,748,14.2,0,0
2037.35,56,61,5,698,79.8,0,0
104.13,72,115,0,337,16.9,1,0
1304.35,26,54,5,849,8.5,0,0
1261.89,66,36,5,319,35.4,1,0
376.91,60,33,0,476,0.2,0,0
1491.82,58,43,0,408,3.7,0,0
1522.01,70,51,3,645,6.9,1,0
3142.31,27,82,1,346,12.1,0,0
1800.75,45,43,2,866,35.2,0,0
1586.11,25,161,3,461,14.8,0,0
1357.89,78,22,1,726,22.3,1,0
1783.04,52,115,3,544,75.0,0,0
2118.72,50,156,0,608,25.9,1,0
284.47,52,24,2,852,10.7,0,0
482.13,22,49,0,452,0.5,1,0
3022.88,22,165,2,591,96.3,0,0
170.63,67,116,0,406,82.4,0,0
2381.8,50,131,0,372,82.7,0,0
87.36,31,173,2,535,0.5,0,0
3202.88,74,51,3,525,57.8,0,0
1939.67,28,55,5,482,28.2,1,0
248.95,41,69,1,643,26.9,0,0
94.16,26,119,5,728,6.4,0,0
1436.22,29,163,0,891,52.9,0,0
2282.62,32,151,5,773,16.3,1,1
1539.59,34,83,3,893,55.4,0,0
485.77,55,1,3,345,7.6,0,0
1015.85,46,135,3,790,27.1,0,0
1314.28,19,177,3,523,71.1,0,0
1581.55,20,122,1,465,167.8,1,0
1194.31,48,118,0,715,11.1,0,0
49.52,59,0,0,694,52.5,1,0
476.23,63,156,1,382,84.0,1,0
4604.05,62,93,0,413,52.6,1,0
151.56,30,165,0,874,6.0,0,0
249.63,60,122,1,530,62.9,1,0
953.45,36,13,0,681,80.0,1,0
1621.61,49,136,1,762,19.3,1,0
3769.33,75,16,1,768,4.5,0,0
2191.52,23,27,0,582,0.3,0,0
1858.15,52,160,0,600,21.9,1,0
428.66,41,107,5,321,14.5,1,0
3873.69,72,133,2,721,29.9,1,0
1596.93,61,178,5,768,24.9,1,0
2230.05,69,66,1,795,0.4,1,0
1257.81,41,72,5,470,7.6,0,0
313.5,72,177,0,465,125.0,0,0
3159.49,47,66,2,488,18.0,0,0
2478.71,41,37,2,759,27.6,0,0
1443.51,78,127,0,769,26.2,1,0
3052.38,51,84,1,785,10.6,1,0
1325.58,61,37,5,646,108.0,0,0
1865.54,54,29,1,325,7.1,1,0
1461.16,39,14,1,897,57.0,0,0
1306.13,24,137,5,389,6.2,1,0
355.56,22,170,2,707,69.7,0,0
131.28,19,72,2,659,37.4,1,0
1652.17,65,113,3,753,7.8,1,0
758.65,65,106,0,388,64.6,0,0
1777.7,40,16,3,390,32.8,0,0
2532.99,54,118,0,504,1.2,0,0
772.43,71,77,1,805,65.0,1,0
1422.19,38,163,5,427,2.4,1,0
1085.94,34,7,0,583,23.1,1,0
3466.84,56,123,3,564,46.9,1,0
1803.11,65,147,0,565,15.2,0,0
2212.76,63,34,2,467,55.3,0,0
1693.86,41,12,1,598,62.7,0,0
1298.42,25,153,0,856,5.3,1,0
2258.23,38,69,2,398,33.9,1,0
3006.71,42,124,3,648,23.9,0,0
1798.5,31,143,0,727,43.3,1,0
1791.62,20,122,2,619,34.2,1,0
2951.49,52,87,0,611,62.3,0,0
1778.74,63,36,1,614,34.2,0,0
2766.46,67,28,0,319,15.0,1,0
1891.09,69,168,0,780,25.0,0,0
2424.36,19,24,0,510,29.1,0,0
810.26,73,71,2,660,34.0,0,0
1597.5,51,145,0,401,34.1,0,0
374.64,29,137,0,401,80.9,0,0
2211.66,63,150,0,750,16.5,0,0
302.94,32,131,1,717,50.9,0,0
539.78,52,34,5,669,61.2,1,0
2494.42,26,98,1,767,29.0,1,0
1781.33,45,74,3,493,4.1,0,0
2348.09,42,45,0,803,69.5,0,0
1030.8,26,36,3,710,11.5,0,0
1911.42,42,50,2,505,4.8,1,0
2467.58,36,148,1,709,34.7,1,0
17.39,50,130,1,450,4.6,1,0
1192.37,59,34,0,401,66.9,0,0
850.73,30,97,2,456,20.1,1,0
1692.18,67,133,5,777,29.1,0,0
578.19,53,87,0,332,20.6,1,0
2401.96,73,96,5,770,49.8,0,1
1589.75,38,180,0,803,7.7,1,0
829.38,26,145,5,867,25.2,1,0
2287.17,44,67,5,686,17.7,1,0
1085.33,56,11,0,675,33.9,1,0
1006.32,59,87,3,399,14.3,1,0
328.41,61,62,1,540,49.1,1,0
1666.9,38,29,2,473,12.1,0,0
3336.33,46,145,3,573,33.6,0,0
2522.63,43,146,3,630,41.3,0,0
3019.23,40,127,2,470,55.3,1,0
418.06,73,19,1,594,38.4,1,0
2720.74,33,159,0,892,19.0,0,0
916.33,52,121,3,514,71.2,1,0
462.55,70,76,3,852,7.6,1,0
517.24,48,171,0,319,52.3,0,0
2085.32,66,119,1,845,119.6,1,0
1122.83,31,93,5,451,6.1,0,0
698.82,46,105,2,365,11.0,0,0
1068.96,29,65,1,715,52.7,0,0
1601.92,71,79,5,797,48.1,1,0
2035.73,36,34,0,564,5.0,1,0
2516.18,65,124,0,356,90.0,0,0
1038.56,45,93,0,706,33.8,0,0
393.97,26,133,1,808,0.3,0,0
3155.57,40,149,3,541,70.4,1,0
2015.43,36,112,3,560,37.3,0,0
1380.38,39,139,3,786,89.1,0,0
3762.37,42,121,2,615,44.6,0,0
1530.57,66,169,0,545,14.0,1,0
176.74,42,175,0,847,114.0,0,0
1314.86,44,65,1,392,76.6,0,0
1762.54,47,161,2,716,1.7,0,0
3484.8,50,120,3,640,53.5,1,0
2395.1,63,66,0,660,47.5,1,0
2152.43,48,177,0,353,40.3,0,0
1406.81,44,51,1,621,0.9,0,0
1205.91,68,166,0,720,83.3,1,0
1762.48,30,175,2,588,4.7,0,0
189.75,43,146,1,321,49.6,0,0
68.37,77,22,5,503,24.8,1,0
1942.02,46,153,1,452,55.3,0,0
2133.97,19,134,3,764,65.4,1,0
978.66,74,68,1,806,5.3,1,0
2458.15,71,72,1,728,22.5,0,0
1955.37,35,60,5,554,46.3,1,0
817.82,49,34,2,707,6.5,0,0
568.08,35,18,0,870,43.1,0,0
2736.29,41,155,0,305,1.1,1,0
1829.19,61,94,0,872,95.0,0,0
1085.26,78,86,5,435,67.3,0,0
385.59,26,80,0,430,15.8,1,0
2464.79,78,110,1,569,37.2,1,0
371.59,66,125,0,869,29.4,1,0
1844.81,21,120,1,467,43.2,1,0
4632.18,21,113,2,874,17.2,1,0
3019.44,28,31,2,395,61.4,0,0
1584.33,51,69,1,897,42.0,0,0
205.32,23,63,5,396,2.1,1,1
251.97,44,95,0,631,34.9,0,0
1079.6,49,116,1,305,35.5,1,0
847.48,39,145,0,516,61.6,0,0
648.33,66,18,3,394,90.0,1,0
1360.39,44,22,0,513,88.5,0,0
570.62,60,39,0,605,53.2,1,0
900.22,76,175,0,667,69.9,0,0
534.25,75,99,5,574,16.3,1,0
70.62,30,111,3,395,37.9,0,0
3421.67,60,175,0,807,10.0,0,0
1820.71,49,76,0,430,53.5,1,0
42.23,22,141,0,346,15.2,0,0
232.6,65,145,1,663,43.2,1,0
1231.76,66,169,5,483,12.8,0,0
2693.86,64,76,2,765,31.6,1,0
829.92,74,47,1,489,123.9,0,0
1212.55,25,111,0,305,29.3,1,0
2006.54,63,103,5,610,60.2,1,0
3389.2,70,77,0,428,6.2,0,1
1404.76,31,6,1,792,24.6,0,0
734.99,69,137,1,388,42.0,1,0
2137.59,26,42,0,755,53.6,1,0
2466.51,31,75,3,352,20.9,1,1
418.18,45,126,1,337,26.2,1,0
1200.49,78,173,5,537,14.6,0,0
46.88,23,68,3,784,36.4,0,0
2483.71,63,111,0,465,6.2,1,0
380.61,51,56,2,779,28.2,0,0
948.0,45,172,2,783,19.2,0,0
694.71,61,123,0,477,85.2,0,0
1461.03,50,77,1,514,23.5,0,0
463.54,62,40,0,815,44.1,0,0
813.51,33,30,1,798,36.8,1,0
1758.68,68,142,1,454,46.9,0,0
2641.84,48,28,0,404,0.9,0,0
1574.39,32,92,0,599,37.4,1,0
1832.68,28,165,2,642,20.8,0,0
2380.53,68,1,1,785,121.0,1,0
1760.11,64,106,2,551,47.7,0,0
1393.21,27,109,3,719,7.0,1,0
1059.54,20,113,0,310,13.9,0,0
483.18,29,111,0,702,124.1,0,0
840.08,22,161,1,729,47.0,1,0
271.77,65,80,2,308,57.5,1,0
549.95,44,114,1,857,5.6,1,0
3191.41,44,50,1,386,25.3,0,0
641.19,75,32,1,518,60.6,0,0
678.01,59,40,0,328,53.8,1,0
1565.22,51,28,0,681,43.7,1,0
913.69,60,31,5,605,29.9,0,0
3898.36,56,144,1,658,12.3,1,0
1715.28,62,35,3,832,41.9,0,0
224.18,68,92,5,400,17.3,0,0
1493.47,22,108,0,787,5.4,0,0
49.21,56,143,3,570,55.8,1,0
3492.07,50,106,0,447,18.7,0,0
2598.06,51,135,0,517,47.6,1,0
1120.7,42,30,3,412,76.0,0,0
750.8,26,95,1,683,67.2,1,0
2020.08,69,150,3,349,23.9,1,0
1795.22,50,0,0,860,92.2,1,0
2851.11,38,144,5,645,32.7,1,0
816.95,67,35,5,760,33.6,1,0
1110.05,58,170,3,696,2.9,0,0
956.28,61,113,1,390,30.4,0,0
1206.16,64,79,0,872,11.2,0,0
245.0,22,145,1,787,15.6,0,0
2069.36,20,70,1,551,10.2,1,0
89.28,56,11,5,323,12.6,1,0
1358.02,39,97,1,393,60.4,0,0
12.55,30,65,0,457,11.5,1,0
973.31,39,46,0,359,7.4,1,0
540.58,39,66,3,423,57.3,0,0
1226.71,50,130,3,417,33.1,1,0
296.35,49,7,3,539,29.0,0,0
3390.26,34,142,0,611,6.4,1,0
2205.03,69,36,2,853,18.8,0,0
331.36,77,142,5,342,10.2,0,0
3226.69,60,42,0,361,6.5,1,0
1187.35,41,161,1,899,80.4,1,0
1068.91,38,22,3,425,31.4,0,0
4278.41,32,156,2,650,19.4,1,0
885.77,61,82,2,515,10.8,1,0
372.49,27,165,0,787,98.1,0,0
477.08,76,178,5,702,16.5,0,0
843.05,20,171,5,426,7.1,1,0
250.8,43,45,0,427,58.0,1,0
1272.13,66,5,1,666,25.1,0,0
235.44,64,56,1,805,2.2,1,0
1138.36,57,53,0,500,22.8,1,0
897.88,29,141,1,879,66.4,0,0
1581.01,35,145,1,835,30.6,1,0
836.79,63,173,1,873,91.7,1,1
811.96,60,13,2,742,46.4,1,0
485.63,42,132,0,529,20.6,0,0
235.14,19,100,1,642,41.0,0,0
2818.43,33,176,3,376,93.8,0,0
941.95,59,24,0,791,32.7,1,0
558.81,40,64,1,410,10.8,1,0
928.96,40,133,1,374,31.3,1,0
191.99,24,15,0,686,17.3,1,0
286.97,22,113,0,608,45.5,1,0
355.97,37,97,3,398,26.0,1,0
585.3,19,116,3,775,14.4,1,0
199.38,62,6,5,829,4.8,1,0
1383.62,64,17,1,886,23.9,0,0
1138.08,65,158,5,490,61.8,0,0
1954.16,56,111,2,618,25.7,0,0
704.62,42,2,0,358,54.2,0,0
2713.38,46,88,1,505,48.1,0,0
11.61,63,177,5,639,69.8,1,0
421.32,48,10,5,524,31.6,0,0
612.74,32,61,5,639,22.0,1,0
3025.33,42,2,0,666,131.0,0,0
2211.36,59,149,2,344,53.6,0,0
975.78,35,44,2,867,47.5,0,0
4059.62,77,25,0,440,30.4,1,0
2222.75,32,78,5,545,4.0,1,0
695.92,70,159,3,366,60.7,0,0
3572.56,31,136,3,683,12.7,1,0
2311.65,21,157,1,848,15.7,1,0
967.28,69,71,0,820,31.7,1,0
2675.38,61,157,0,471,42.1,1,0
103.83,50,132,5,483,17.7,1,0
501.71,50,121,1,895,12.7,1,0
1748.59,32,56,1,762,36.1,0,0
116.71,55,40,2,560,98.7,0,0
2605.03,41,58,0,776,41.9,1,0
306.44,70,127,2,579,28.3,1,0
99.54,23,91,0,601,31.3,0,0
1811.45,23,92,0,859,11.9,0,0
684.11,66,174,1,495,7.0,0,0
1236.86,77,66,0,606,45.6,1,0
1515.26,44,148,0,783,19.8,0,0
1537.64,32,121,1,828,83.5,1,0
1380.06,39,48,3,727,37.0,0,0
1423.51,27,147,0,612,12.1,0,0
439.2,33,107,3,713,11.5,1,0
3803.44,78,35,0,638,30.2,1,0
1623.69,53,98,1,786,58.2,0,0
3280.32,38,23,0,406,6.5,0,1
550.61,30,50,0,695,23.0,1,0
732.92,48,14,2,830,67.1,0,0
2181.37,29,28,0,849,11.8,1,0
4593.53,74,52,0,510,61.7,1,0
773.26,57,147,1,507,23.9,1,0
2031.44,23,102,1,838,21.0,1,0
2408.78,55,10,0,594,10.6,1,0
2662.13,44,156,0,725,39.2,0,0
21.44,43,168,0,882,8.7,0,0
2246.44,74,40,1,850,10.1,1,0
3406.2,76,55,5,721,46.2,0,0
1827.12,68,83,3,761,28.7,0,0
469.4,23,163,5,690,18.3,1,0
2130.0,19,64,0,439,11.7,1,0
426.65,24,140,1,748,29.9,0,0
1037.97,72,4,0,481,43.3,1,0
1151.06,61,2,1,457,4.3,1,0
1282.56,62,136,1,752,30.4,0,0
2009.33,64,168,0,699,33.0,1,0
813.56,43,51,1,683,12.7,0,0
1555.31,19,86,1,364,21.0,0,0
3540.37,61,42,0,345,63.3,1,0
1730.63,59,48,1,854,12.4,1,0
1954.78,41,82,0,315,39.1,1,0
2234.63,33,16,1,677,22.1,0,0
1449.4,57,127,0,849,53.2,0,0
2299.81,59,178,3,436,39.9,1,0
1368.3,73,170,5,369,40.9,1,1
2594.05,51,163,1,815,2.9,0,0
1179.89,38,60,3,549,36.9,0,0
312.91,28,96,1,338,43.8,0,0
1756.39,66,84,0,584,35.8,1,0
1319.89,45,165,1,324,28.4,0,0
653.95,53,13,1,527,46.0,1,0
2057.51,23,125,0,497,71.5,0,0
1838.72,24,44,1,541,41.0,0,0
320.86,31,62,3,480,24.9,0,0
2286.23,31,69,5,381,28.4,1,0
1999.66,51,156,3,459,57.5,1,1
963.08,67,76,0,866,73.2,0,0
406.37,43,143,5,373,30.0,1,0
346.45,31,1,0,812,24.5,1,0
4380.0,66,95,3,801,22.7,1,0
107.17,21,31,3,879,1.6,0,0
139.4,77,89,5,677,32.0,0,0
3390.72,34,122,0,670,9.1,0,0
486.36,48,174,0,560,4.6,0,0
3948.0,19,29,0,693,2.9,1,0
1805.86,77,48,3,469,17.4,1,0
66.44,61,97,1,721,119.2,0,0
1206.71,71,36,1,514,11.5,1,0
2110.2,50,0,0,371,21.0,1,0
176.32,29,45,2,490,33.7,0,0
2714.15,47,145,1,490,108.7,0,1
2238.25,35,104,5,411,81.6,0,1
1864.56,23,87,0,899,30.6,0,0
877.6,22,68,0,896,3.7,0,0
1020.68,57,133,1,797,19.3,1,0
123.05,62,87,2,545,2.1,1,0
828.04,41,84,0,303,29.5,1,0
1124.17,78,35,0,425,64.0,1,0
1210.26,47,158,5,827,10.2,1,0
3338.14,71,82,0,668,21.1,0,0
998.99,33,155,5,709,40.0,0,0
4515.28,49,168,0,694,15.6,1,0
482.52,75,146,0,430,58.5,1,0
488.84,54,119,0,756,76.7,0,0
116.16,29,168,0,408,12.4,1,0
4592.09,39,98,1,525,36.8,1,0
3332.46,61,34,5,392,2.1,1,0
3526.42,57,16,2,686,8.3,1,0
2053.82,46,59,1,565,81.6,0,0
2246.45,56,48,0,886,43.5,1,0
631.12,66,0,1,363,56.1,0,0
2505.94,42,173,0,832,15.6,0,0
4129.13,39,37,1,524,24.5,1,0
1935.7,66,170,0,627,46.1,1,0
748.84,73,180,5,520,9.6,1,0
1710.73,70,85,0,515,17.1,0,0
4041.88,30,124,3,606,46.0,0,0
99.67,62,121,2,700,9.2,1,0
1022.17,78,49,3,399,12.2,0,0
1971.07,22,77,5,467,57.5,0,0
1980.26,32,55,1,309,29.4,1,0
808.52,73,37,3,737,7.6,0,0
4539.55,30,13,0,827,81.4,1,0
3268.54,44,62,0,421,9.4,0,0
543.42,30,167,3,391,70.9,1,0
494.49,60,113,2,311,6.0,0,0
2746.94,77,130,1,323,59.8,1,0
1122.22,30,98,5,744,51.1,1,0
1640.69,77,137,0,715,28.5,0,0
2279.24,52,125,0,831,43.8,0,0
1780.76,26,46,0,305,76.6,1,0
1763.83,32,167,0,389,34.7,1,0
5292.78,51,76,2,857,44.4,0,0
1218.47,38,11,1,846,19.8,1,0
97.26,77,90,1,401,22.1,0,0
1680.32,72,55,0,865,51.2,0,0
784.76,46,19,1,566,83.7,1,0
2057.64,35,173,3,446,57.8,0,0
665.8,63,165,1,681,110.3,0,0
3872.29,46,97,0,553,122.7,0,0
1032.42,45,16,2,391,8.1,1,0
1348.05,70,57,1,310,2.2,0,0
2635.22,25,31,0,839,12.4,1,0
1434.84,41,179,1,864,3.2,1,0
1930.8,67,99,0,653,5.2,1,0
1344.14,51,39,0,446,24.0,1,0
834.2,59,94,1,728,109.0,1,0
3874.78,51,73,1,738,13.8,0,0
3484.07,45,80,0,381,55.6,0,0
2047.62,22,21,1,867,11.8,1,0
4843.98,62,130,0,791,26.5,1,0
4338.99,63,31,3,314,18.9,0,0
1139.11,63,136,2,550,43.3,0,0
3392.24,75,134,1,479,6.8,0,0
2137.2,22,108,5,688,47.8,0,0
3716.9,34,138,0,597,77.9,1,0
1190.71,59,145,3,522,22.7,1,0
2946.66,76,9,5,799,7.8,0,0
198.69,41,27,0,658,3.7,0,0
2789.98,31,21,0,720,22.4,0,0
3767.16,35,57,5,704,23.0,1,0
343.48,70,68,0,749,31.0,1,0
229.23,41,50,0,494,53.9,1,0
752.04,76,8,0,503,60.6,1,0
1950.04,50,140,5,430,17.8,1,0
1487.2,65,99,0,412,19.7,0,0
2167.27,19,175,1,353,46.2,1,0
1043.89,49,74,1,797,17.1,0,0
1212.21,51,47,1,587,43.0,0,0
2330.07,71,109,1,785,18.9,0,0
251.65,73,151,0,534,19.6,0,0
5640.14,78,37,3,318,49.1,0,1
2656.24,38,179,1,527,32.9,1,0
2667.02,22,77,0,575,35.9,1,0
274.43,39,12,0,341,53.5,0,0
1165.88,49,71,0,741,7.6,0,0
151.12,26,24,0,865,22.0,0,0
1122.31,68,150,2,543,17.8,1,0
1138.12,27,161,0,342,75.6,0,0
555.7,53,158,2,608,26.1,1,0
1911.72,21,32,1,728,81.0,1,0
1370.48,54,88,2,759,57.3,0,0
2623.85,78,128,0,470,37.2,1,0
1515.4,55,15,1,707,28.8,1,0
3944.28,29,112,3,875,57.7,1,0
1071.18,29,146,1,309,45.3,1,0
986.6,73,56,1,574,10.4,0,0
2261.4,21,163,0,584,28.3,0,0
1743.11,34,53,0,301,35.5,1,0
2508.63,64,140,1,436,13.8,1,0
12.63,59,2,2,524,131.6,1,0
3032.94,74,149,0,691,11.2,1,0
61.31,71,113,1,632,17.8,1,0
832.33,44,39,5,537,37.6,1,0
1743.56,30,117,0,480,9.8,0,0
2086.88,37,5,1,466,11.2,0,0
828.96,28,18,3,551,3.8,1,0
1877.51,52,35,0,402,16.6,1,0
1390.89,72,164,0,435,24.2,0,0
807.69,57,3,0,408,113.9,1,0
1907.09,67,144,5,467,31.1,1,0
1487.2,63,68,0,321,31.2,0,0
680.23,72,106,0,301,65.8,0,0
440.2,60,73,1,693,30.0,0,0
2267.89,37,91,0,641,18.3,0,0
1762.12,21,154,0,482,12.3,1,0
633.75,28,170,1,593,15.3,1,0
966.87,42,67,0,302,66.6,0,0
1713.21,47,122,0,415,38.0,1,0
1083.76,27,46,3,661,37.1,1,0
2800.65,57,162,2,441,32.6,0,0
577.1,50,136,1,693,4.8,0,0
537.22,63,56,0,540,44.8,1,1
1478.84,54,121,0,412,19.7,0,0
672.35,68,35,1,771,79.7,0,0
2091.67,45,62,1,529,9.4,0,0
2914.16,28,96,0,734,61.5,1,0
2756.9,49,152,0,330,52.6,0,0
1728.25,55,106,0,486,27.6,1,0
1172.37,38,120,3,645,41.9,1,0
784.07,28,15,0,477,11.0,0,0
2323.99,75,116,1,885,32.4,1,0
422.77,24,133,3,428,30.8,0,0
2605.38,71,143,0,779,33.8,1,0
565.94,29,13,2,734,38.3,0,0
2328.34,68,85,0,545,43.2,1,0
2012.1,19,79,1,864,37.1,0,0
2363.41,55,144,0,877,26.4,1,0
219.45,19,91,1,707,108.1,0,0
112.43,27,179,0,639,43.8,1,0
571.22,68,38,0,691,18.9,1,0
1942.62,28,174,5,380,6.5,0,0
1320.8,62,167,0,464,47.7,1,0
2044.46,58,110,0,696,44.3,0,0
744.55,28,145,5,399,9.9,0,0
2496.41,70,22,5,396,16.6,1,0
2014.89,36,147,2,661,10.4,0,0
792.07,49,65,5,443,23.1,0,0
221.88,37,102,3,432,22.8,1,0
3274.93,42,21,3,818,61.6,1,0
2812.19,58,164,0,550,22.7,0,0
2349.06,55,102,0,528,43.9,1,0
524.03,48,164,5,411,12.4,0,0
4152.36,44,110,1,711,83.8,1,1
79.32,32,179,5,417,65.5,1,0
2308.26,28,163,1,627,7.2,0,0
1281.58,70,92,3,784,5.8,0,0
3702.31,62,108,1,558,52.9,0,0
2586.21,38,115,3,837,37.2,0,0
1032.33,24,109,2,604,95.2,0,0
2806.37,53,176,0,747,3.6,1,0
1323.48,54,152,1,379,11.8,0,0
4734.34,66,81,0,454,11.9,1,0
108.34,69,172,3,569,20.1,0,0
3974.12,59,115,0,337,7.5,0,0
2084.27,68,42,3,521,77.1,1,0
2017.81,19,94,2,316,76.3,1,0
1817.03,63,127,5,723,18.9,1,0
1945.41,67,85,0,480,17.2,1,0
2094.01,53,111,3,591,68.2,1,0
151.53,76,25,0,406,70.1,0,0
49.91,50,159,0,754,7.5,0,0
1817.35,68,116,3,417,2.2,0,0
2527.1,69,118,3,705,8.6,0,0
1558.72,36,168,1,614,26.6,1,0
4483.53,21,3,0,457,22.3,1,0
1248.98,39,85,0,885,12.2,1,0
2167.77,60,100,0,891,15.7,1,0
1505.42,30,103,2,829,63.2,0,0
3385.38,51,30,3,566,62.1,0,0
1390.13,46,2,0,328,37.0,0,0
3610.97,48,162,2,491,30.3,0,0
1373.83,72,62,3,566,45.8,0,0
3134.37,59,148,0,413,2.3,1,0
1795.12,35,46,0,379,35.4,1,0
2074.11,25,125,0,723,5.8,0,0
474.29,45,96,2,761,0.5,0,0
2139.25,55,161,0,420,21.6,1,0
859.14,53,1,0,834,25.6,1,0
1329.13,20,132,0,521,29.2,1,0
1475.44,33,21,0,574,54.9,1,0
2529.18,54,166,1,778,9.3,1,0
4400.26,35,44,1,587,9.9,1,0
1734.7,29,52,5,743,31.3,1,0
1149.36,58,27,3,739,53.6,0,0
291.34,23,115,0,334,60.3,1,0
442.39,60,135,2,707,92.1,0,0
1776.01,30,91,1,374,19.5,0,0
608.89,26,2,2,311,70.1,1,0
4.34,33,143,0,694,5.5,1,0
511.13,36,155,0,887,16.8,1,0
1323.88,31,50,0,805,49.0,1,0
1084.49,47,43,2,692,39.9,0,0
729.44,73,147,0,772,76.1,1,0
1603.04,53,135,0,645,17.7,0,0
3433.41,65,77,1,624,60.5,1,0
19.28,58,12,3,605,8.0,1,0
882.99,72,95,0,329,48.1,0,0
1905.51,39,176,3,531,21.2,0,0
755.61,71,137,0,353,52.2,1,0
1653.37,38,19,1,637,23.4,1,0
1591.93,48,30,0,626,39.1,0,0
4168.83,45,163,5,425,47.4,0,0
971.78,39,123,1,394,72.9,1,0
863.67,72,62,1,379,16.2,0,0
1426.58,32,119,3,492,22.4,1,0
1714.8,52,131,2,619,71.7,1,0
1608.73,27,56,2,694,4.6,1,0
1401.03,31,17,1,733,14.1,0,0
3077.62,25,37,5,409,4.2,0,0
1959.36,20,121,5,660,4.1,1,0
133.79,32,38,3,814,8.4,1,0
2330.61,25,12,3,732,30.5,0,0
449.28,52,155,5,831,50.8,1,0
2279.74,26,56,0,354,29.3,0,0
1330.38,36,57,3,701,69.2,1,0
